Source Plate Name,Source Column,Source Row,Destination Plate Name,Destination Column,Destination Row,Transfer Volume
E15L00001508,11,12,1,1,1,5.0
E15L00001485,45,5,1,1,1,5.0
E15L00001468,8,6,1,1,1,5.0
E15L00001507,46,4,1,1,1,5.0
E15L00001482,8,16,1,1,1,5.0
E15L00001505,17,4,1,1,1,5.0
E15L00001474,13,25,1,1,1,5.0
E15L00001493,45,1,1,1,1,5.0
E15L00001481,24,8,1,1,1,5.0
E15L00001465,43,20,1,1,1,5.0
E15L00001469,7,13,1,1,1,5.0
E15L00001506,24,24,1,1,1,5.0
E15L00001505,15,12,1,1,1,5.0
E15L00001500,44,1,1,1,1,5.0
E15L00001505,9,3,1,1,1,5.0
E15L00001499,14,26,1,2,1,5.0
E15L00001476,45,28,1,2,1,5.0
E15L00001501,42,14,1,2,1,5.0
E15L00001499,48,24,1,2,1,5.0
E15L00001478,48,22,1,2,1,5.0
E15L00001503,15,6,1,2,1,5.0
E15L00001488,38,1,1,2,1,5.0
E15L00001486,38,29,1,2,1,5.0
E15L00001487,35,15,1,2,1,5.0
E15L00001507,12,31,1,2,1,5.0
E15L00001489,42,2,1,2,1,5.0
E15L00001501,42,23,1,2,1,5.0
E15L00001488,36,11,1,2,1,5.0
E15L00001471,22,18,1,2,1,5.0
E15L00001484,33,7,1,2,1,5.0
E15L00001495,46,10,1,2,1,5.0
E15L00001504,44,8,1,2,1,5.0
E15L00001468,17,16,1,2,1,5.0
E15L00001482,44,31,1,2,1,5.0
E15L00001510,17,28,1,2,1,5.0
E15L00001492,12,11,1,2,1,5.0
E15L00001479,18,11,1,2,1,5.0
E15L00001467,44,4,1,2,1,5.0
E15L00001466,29,15,1,2,1,5.0
E15L00001484,7,18,1,2,1,5.0
E15L00001495,7,32,1,2,1,5.0
E15L00001483,45,17,1,2,1,5.0
E15L00001478,48,5,1,2,1,5.0
E15L00001473,45,24,1,2,1,5.0
E15L00001484,43,12,1,2,1,5.0
E15L00001464,33,5,1,2,1,5.0
E15L00001488,41,1,1,2,1,5.0
E15L00001492,31,20,1,2,1,5.0
E15L00001479,44,3,1,2,1,5.0
E15L00001495,41,7,1,2,1,5.0
E15L00001477,22,7,1,2,1,5.0
E15L00001471,22,14,1,2,1,5.0
E15L00001477,46,3,1,2,1,5.0
E15L00001470,43,27,1,2,1,5.0
E15L00001505,40,18,1,2,1,5.0
E15L00001501,39,28,1,2,1,5.0
E15L00001494,9,14,1,2,1,5.0
E15L00001479,8,10,1,2,1,5.0
E15L00001489,10,20,1,2,1,5.0
E15L00001478,10,6,1,2,1,5.0
E15L00001474,43,31,1,2,1,5.0
E15L00001477,19,32,1,2,1,5.0
E15L00001510,31,18,1,2,1,5.0
E15L00001474,35,6,1,2,1,5.0
E15L00001464,21,18,1,2,1,5.0
E15L00001467,5,29,1,2,1,5.0
E15L00001488,45,12,1,2,1,5.0
E15L00001477,48,29,1,2,1,5.0
E15L00001509,40,28,1,2,1,5.0
E15L00001481,34,11,1,2,1,5.0
E15L00001494,11,32,1,2,1,5.0
E15L00001479,18,6,1,2,1,5.0
E15L00001486,36,26,1,2,1,5.0
E15L00001492,35,27,1,2,1,5.0
E15L00001490,39,14,1,2,1,5.0
E15L00001495,7,9,1,2,1,5.0
E15L00001503,31,11,1,2,1,5.0
E15L00001489,31,12,1,2,1,5.0
E15L00001497,14,14,1,2,1,5.0
E15L00001495,11,30,1,2,1,5.0
E15L00001483,41,2,1,2,1,5.0
E15L00001506,43,27,1,2,1,5.0
E15L00001496,35,1,1,2,1,5.0
E15L00001503,39,1,1,2,1,5.0
E15L00001483,17,28,1,2,1,5.0
E15L00001475,18,30,1,2,1,5.0
E15L00001500,8,21,1,2,1,5.0
E15L00001476,29,21,1,2,1,5.0
E15L00001489,14,13,1,2,1,5.0
E15L00001471,19,14,1,2,1,5.0
E15L00001469,30,27,1,2,1,5.0
E15L00001478,9,18,1,2,1,5.0
E15L00001472,7,28,1,2,1,5.0
E15L00001494,43,4,1,2,1,5.0
E15L00001481,35,3,1,2,1,5.0
E15L00001490,45,28,1,2,1,5.0
E15L00001485,5,14,1,2,1,5.0
E15L00001475,22,4,1,2,1,5.0
E15L00001508,32,4,1,2,1,5.0
E15L00001475,29,26,1,2,1,5.0
E15L00001508,11,32,1,2,1,5.0
E15L00001499,13,8,1,2,1,5.0
E15L00001480,22,25,1,2,1,5.0
E15L00001490,47,17,1,2,1,5.0
E15L00001467,37,9,1,2,1,5.0
E15L00001505,40,3,1,2,1,5.0
E15L00001503,33,9,1,2,1,5.0
E15L00001477,35,25,1,2,1,5.0
E15L00001467,37,15,1,2,1,5.0
E15L00001500,16,19,1,2,1,5.0
E15L00001487,42,24,1,2,1,5.0
E15L00001490,44,3,1,2,1,5.0
E15L00001491,19,30,1,2,1,5.0
E15L00001493,11,19,1,2,1,5.0
E15L00001466,47,11,1,2,1,5.0
E15L00001480,29,30,1,3,1,5.0
E15L00001510,43,14,1,3,1,5.0
E15L00001478,39,4,1,3,1,5.0
E15L00001501,11,13,1,3,1,5.0
E15L00001489,20,7,1,3,1,5.0
E15L00001499,36,7,1,3,1,5.0
E15L00001467,5,16,1,3,1,5.0
E15L00001488,32,7,1,3,1,5.0
E15L00001497,29,21,1,3,1,5.0
E15L00001476,6,1,1,3,1,5.0
E15L00001491,24,20,1,3,1,5.0
E15L00001510,16,5,1,3,1,5.0
E15L00001489,46,23,1,3,1,5.0
E15L00001473,21,20,1,3,1,5.0
E15L00001480,37,11,1,3,1,5.0
E15L00001486,6,14,1,3,1,5.0
E15L00001485,9,8,1,3,1,5.0
E15L00001490,22,2,1,3,1,5.0
E15L00001485,11,10,1,3,1,5.0
E15L00001499,39,15,1,3,1,5.0
E15L00001499,5,10,1,3,1,5.0
E15L00001476,8,1,1,3,1,5.0
E15L00001471,14,12,1,3,1,5.0
E15L00001473,9,27,1,3,1,5.0
E15L00001484,38,25,1,3,1,5.0
E15L00001487,8,22,1,3,1,5.0
E15L00001468,14,6,1,3,1,5.0
E15L00001464,6,29,1,3,1,5.0
E15L00001475,19,12,1,3,1,5.0
E15L00001496,6,30,1,3,1,5.0
E15L00001492,46,4,1,3,1,5.0
E15L00001496,7,13,1,3,1,5.0
E15L00001469,21,26,1,3,1,5.0
E15L00001488,17,19,1,3,1,5.0
E15L00001503,20,26,1,3,1,5.0
E15L00001478,42,25,1,3,1,5.0
E15L00001507,22,2,1,3,1,5.0
E15L00001478,19,18,1,3,1,5.0
E15L00001471,37,7,1,3,1,5.0
E15L00001475,34,23,1,3,1,5.0
E15L00001464,19,28,1,3,1,5.0
E15L00001497,5,32,1,3,1,5.0
E15L00001490,29,25,1,3,1,5.0
E15L00001493,35,12,1,3,1,5.0
E15L00001486,40,1,1,3,1,5.0
E15L00001470,12,18,1,3,1,5.0
E15L00001498,10,26,1,3,1,5.0
E15L00001479,33,8,1,3,1,5.0
E15L00001477,14,14,1,3,1,5.0
E15L00001473,5,1,1,3,1,5.0
E15L00001467,20,7,1,3,1,5.0
E15L00001466,22,18,1,3,1,5.0
E15L00001478,17,21,1,3,1,5.0
E15L00001468,35,10,1,3,1,5.0
E15L00001468,18,28,1,3,1,5.0
E15L00001498,22,29,1,3,1,5.0
E15L00001470,5,18,1,3,1,5.0
E15L00001500,37,23,1,3,1,5.0
E15L00001473,42,7,1,3,1,5.0
E15L00001507,24,20,1,3,1,5.0
E15L00001465,45,12,1,3,1,5.0
E15L00001464,46,28,1,3,1,5.0
E15L00001493,10,21,1,3,1,5.0
E15L00001477,31,29,1,3,1,5.0
E15L00001498,21,32,1,3,1,5.0
E15L00001492,43,12,1,3,1,5.0
E15L00001483,16,14,1,3,1,5.0
E15L00001493,43,29,1,3,1,5.0
E15L00001493,22,17,1,3,1,5.0
E15L00001507,29,24,1,3,1,5.0
E15L00001497,7,23,1,3,1,5.0
E15L00001465,36,17,1,3,1,5.0
E15L00001488,35,19,1,3,1,5.0
E15L00001497,18,18,1,3,1,5.0
E15L00001478,23,1,1,3,1,5.0
E15L00001480,46,16,1,3,1,5.0
E15L00001509,5,21,1,3,1,5.0
E15L00001486,13,31,1,3,1,5.0
E15L00001486,9,15,1,3,1,5.0
E15L00001510,17,19,1,3,1,5.0
E15L00001470,30,7,1,3,1,5.0
E15L00001467,7,18,1,3,1,5.0
E15L00001498,34,22,1,3,1,5.0
E15L00001505,31,4,1,3,1,5.0
E15L00001473,30,14,1,3,1,5.0
E15L00001509,18,24,1,3,1,5.0
E15L00001508,15,16,1,3,1,5.0
E15L00001506,41,6,1,3,1,5.0
E15L00001493,17,16,1,3,1,5.0
E15L00001480,15,20,1,3,1,5.0
E15L00001508,32,32,1,3,1,5.0
E15L00001479,24,4,1,3,1,5.0
E15L00001481,17,3,1,3,1,5.0
E15L00001466,34,30,1,3,1,5.0
E15L00001484,32,10,1,3,1,5.0
E15L00001504,39,25,1,3,1,5.0
E15L00001506,40,27,1,3,1,5.0
E15L00001503,8,7,1,3,1,5.0
E15L00001506,19,4,1,3,1,5.0
E15L00001504,37,16,1,3,1,5.0
E15L00001492,37,17,1,4,1,5.0
E15L00001499,14,17,1,4,1,5.0
E15L00001496,6,21,1,4,1,5.0
E15L00001507,32,16,1,4,1,5.0
E15L00001501,18,15,1,4,1,5.0
E15L00001489,29,9,1,4,1,5.0
E15L00001473,40,18,1,4,1,5.0
E15L00001490,13,14,1,4,1,5.0
E15L00001477,31,32,1,4,1,5.0
E15L00001476,14,15,1,4,1,5.0
E15L00001492,11,16,1,4,1,5.0
E15L00001510,23,3,1,4,1,5.0
E15L00001491,12,9,1,4,1,5.0
E15L00001483,46,14,1,4,1,5.0
E15L00001507,15,28,1,4,1,5.0
E15L00001464,20,16,1,4,1,5.0
E15L00001465,30,25,1,4,1,5.0
E15L00001494,14,30,1,4,1,5.0
E15L00001485,34,8,1,4,1,5.0
E15L00001485,41,26,1,4,1,5.0
E15L00001499,12,1,1,4,1,5.0
E15L00001503,33,11,1,4,1,5.0
E15L00001473,12,32,1,4,1,5.0
E15L00001475,7,13,1,4,1,5.0
E15L00001485,14,13,1,4,1,5.0
E15L00001471,13,5,1,4,1,5.0
E15L00001472,29,16,1,4,1,5.0
E15L00001474,43,8,1,4,1,5.0
E15L00001476,41,8,1,4,1,5.0
E15L00001469,33,25,1,4,1,5.0
E15L00001495,46,16,1,4,1,5.0
E15L00001496,9,3,1,4,1,5.0
E15L00001474,48,24,1,4,1,5.0
E15L00001489,42,21,1,4,1,5.0
E15L00001493,7,24,1,4,1,5.0
E15L00001510,42,18,1,4,1,5.0
E15L00001483,46,30,1,4,1,5.0
E15L00001481,32,1,1,4,1,5.0
E15L00001471,38,14,1,4,1,5.0
E15L00001493,42,13,1,4,1,5.0
E15L00001475,42,2,1,4,1,5.0
E15L00001497,34,25,1,4,1,5.0
E15L00001490,45,12,1,4,1,5.0
E15L00001494,40,27,1,4,1,5.0
E15L00001473,44,27,1,4,1,5.0
E15L00001474,38,1,1,4,1,5.0
E15L00001489,41,19,1,4,1,5.0
E15L00001476,14,17,1,4,1,5.0
E15L00001478,46,28,1,4,1,5.0
E15L00001467,19,4,1,4,1,5.0
E15L00001473,29,28,1,4,1,5.0
E15L00001472,21,14,1,4,1,5.0
E15L00001466,14,32,1,4,1,5.0
E15L00001471,32,2,1,4,1,5.0
E15L00001470,35,9,1,4,1,5.0
E15L00001470,45,18,1,4,1,5.0
E15L00001492,42,9,1,4,1,5.0
E15L00001471,24,16,1,4,1,5.0
E15L00001495,41,1,1,4,1,5.0
E15L00001507,38,20,1,4,1,5.0
E15L00001468,32,29,1,4,1,5.0
E15L00001472,39,6,1,4,1,5.0
E15L00001497,9,1,1,4,1,5.0
E15L00001498,10,17,1,4,1,5.0
E15L00001505,40,26,1,4,1,5.0
E15L00001482,13,31,1,4,1,5.0
E15L00001489,19,25,1,4,1,5.0
E15L00001468,42,23,1,4,1,5.0
E15L00001501,35,25,1,4,1,5.0
E15L00001479,41,5,1,4,1,5.0
E15L00001509,9,29,1,4,1,5.0
E15L00001494,11,11,1,4,1,5.0
E15L00001495,18,5,1,4,1,5.0
E15L00001509,29,1,1,4,1,5.0
E15L00001496,29,25,1,4,1,5.0
E15L00001466,36,22,1,4,1,5.0
E15L00001488,7,1,1,4,1,5.0
E15L00001503,29,8,1,4,1,5.0
E15L00001490,18,15,1,4,1,5.0
E15L00001474,18,13,1,4,1,5.0
E15L00001492,9,14,1,4,1,5.0
E15L00001470,43,12,1,4,1,5.0
E15L00001481,42,23,1,4,1,5.0
E15L00001504,48,30,1,4,1,5.0
E15L00001471,19,23,1,4,1,5.0
E15L00001467,7,11,1,4,1,5.0
E15L00001492,10,10,1,4,1,5.0
E15L00001476,7,13,1,4,1,5.0
E15L00001505,24,24,1,4,1,5.0
E15L00001489,16,17,1,4,1,5.0
E15L00001480,39,19,1,4,1,5.0
E15L00001489,11,5,1,4,1,5.0
E15L00001467,39,22,1,4,1,5.0
E15L00001480,19,2,1,4,1,5.0
E15L00001483,16,2,1,4,1,5.0
E15L00001473,43,20,1,4,1,5.0
E15L00001502,6,17,1,4,1,5.0
E15L00001500,13,25,1,4,1,5.0
E15L00001493,14,30,1,4,1,5.0
E15L00001464,32,20,1,4,1,5.0
E15L00001492,41,1,1,5,1,5.0
E15L00001499,19,23,1,5,1,5.0
E15L00001483,46,19,1,5,1,5.0
E15L00001466,37,22,1,5,1,5.0
E15L00001502,18,22,1,5,1,5.0
E15L00001481,16,21,1,5,1,5.0
E15L00001476,14,19,1,5,1,5.0
E15L00001490,38,11,1,5,1,5.0
E15L00001484,33,3,1,5,1,5.0
E15L00001476,45,16,1,5,1,5.0
E15L00001490,33,6,1,5,1,5.0
E15L00001497,24,23,1,5,1,5.0
E15L00001496,32,32,1,5,1,5.0
E15L00001499,11,27,1,5,1,5.0
E15L00001499,10,19,1,5,1,5.0
E15L00001510,35,19,1,5,1,5.0
E15L00001471,18,2,1,5,1,5.0
E15L00001482,32,5,1,5,1,5.0
E15L00001489,43,22,1,5,1,5.0
E15L00001480,42,28,1,5,1,5.0
E15L00001503,6,19,1,5,1,5.0
E15L00001510,35,22,1,5,1,5.0
E15L00001473,31,24,1,5,1,5.0
E15L00001487,34,23,1,5,1,5.0
E15L00001485,21,4,1,5,1,5.0
E15L00001479,46,3,1,5,1,5.0
E15L00001481,30,16,1,5,1,5.0
E15L00001480,47,4,1,5,1,5.0
E15L00001483,16,13,1,5,1,5.0
E15L00001470,13,7,1,5,1,5.0
E15L00001480,9,11,1,5,1,5.0
E15L00001494,16,6,1,5,1,5.0
E15L00001492,13,3,1,5,1,5.0
E15L00001497,14,1,1,5,1,5.0
E15L00001479,23,29,1,5,1,5.0
E15L00001497,40,31,1,5,1,5.0
E15L00001496,20,17,1,5,1,5.0
E15L00001482,38,28,1,5,1,5.0
E15L00001477,7,24,1,5,1,5.0
E15L00001481,16,31,1,5,1,5.0
E15L00001476,5,17,1,5,1,5.0
E15L00001500,13,20,1,5,1,5.0
E15L00001492,21,24,1,5,1,5.0
E15L00001509,12,7,1,5,1,5.0
E15L00001464,35,26,1,5,1,5.0
E15L00001469,40,23,1,5,1,5.0
E15L00001494,20,28,1,5,1,5.0
E15L00001498,18,22,1,5,1,5.0
E15L00001489,24,28,1,5,1,5.0
E15L00001471,38,28,1,5,1,5.0
E15L00001479,43,11,1,5,1,5.0
E15L00001476,40,15,1,5,1,5.0
E15L00001475,43,25,1,5,1,5.0
E15L00001482,18,16,1,5,1,5.0
E15L00001469,21,16,1,5,1,5.0
E15L00001477,8,11,1,5,1,5.0
E15L00001480,24,23,1,5,1,5.0
E15L00001468,46,17,1,5,1,5.0
E15L00001495,6,32,1,5,1,5.0
E15L00001475,29,22,1,5,1,5.0
E15L00001482,23,24,1,5,1,5.0
E15L00001490,9,25,1,5,1,5.0
E15L00001505,6,20,1,5,1,5.0
E15L00001504,44,18,1,5,1,5.0
E15L00001506,34,14,1,5,1,5.0
E15L00001484,19,23,1,5,1,5.0
E15L00001469,46,14,1,5,1,5.0
E15L00001468,42,27,1,5,1,5.0
E15L00001476,43,23,1,5,1,5.0
E15L00001492,6,8,1,5,1,5.0
E15L00001502,7,1,1,5,1,5.0
E15L00001467,37,21,1,5,1,5.0
E15L00001493,37,16,1,5,1,5.0
E15L00001484,48,31,1,5,1,5.0
E15L00001506,29,29,1,5,1,5.0
E15L00001504,29,17,1,5,1,5.0
E15L00001470,19,22,1,5,1,5.0
E15L00001508,48,27,1,5,1,5.0
E15L00001482,41,32,1,5,1,5.0
E15L00001494,10,9,1,5,1,5.0
E15L00001479,8,2,1,5,1,5.0
E15L00001481,19,31,1,5,1,5.0
E15L00001468,32,32,1,5,1,5.0
E15L00001499,36,14,1,5,1,5.0
E15L00001495,8,28,1,5,1,5.0
E15L00001496,11,11,1,5,1,5.0
E15L00001493,19,10,1,5,1,5.0
E15L00001464,33,16,1,5,1,5.0
E15L00001465,11,31,1,5,1,5.0
E15L00001504,16,14,1,5,1,5.0
E15L00001479,32,5,1,5,1,5.0
E15L00001483,37,26,1,5,1,5.0
E15L00001485,32,9,1,5,1,5.0
E15L00001495,29,9,1,5,1,5.0
E15L00001477,7,30,1,5,1,5.0
E15L00001508,32,22,1,5,1,5.0
E15L00001482,38,23,1,5,1,5.0
E15L00001506,7,28,1,5,1,5.0
E15L00001505,9,28,1,5,1,5.0
E15L00001507,15,21,1,5,1,5.0
E15L00001492,37,1,1,6,1,5.0
E15L00001510,16,1,1,6,1,5.0
E15L00001499,22,6,1,6,1,5.0
E15L00001467,14,14,1,6,1,5.0
E15L00001503,18,29,1,6,1,5.0
E15L00001499,46,1,1,6,1,5.0
E15L00001482,44,25,1,6,1,5.0
E15L00001490,43,31,1,6,1,5.0
E15L00001485,48,22,1,6,1,5.0
E15L00001476,45,20,1,6,1,5.0
E15L00001492,38,26,1,6,1,5.0
E15L00001471,9,21,1,6,1,5.0
E15L00001500,21,30,1,6,1,5.0
E15L00001501,17,10,1,6,1,5.0
E15L00001503,8,5,1,6,1,5.0
E15L00001467,10,9,1,6,1,5.0
E15L00001473,32,32,1,6,1,5.0
E15L00001465,34,7,1,6,1,5.0
E15L00001492,15,9,1,6,1,5.0
E15L00001489,34,23,1,6,1,5.0
E15L00001499,19,27,1,6,1,5.0
E15L00001479,21,6,1,6,1,5.0
E15L00001475,39,26,1,6,1,5.0
E15L00001496,46,3,1,6,1,5.0
E15L00001490,35,28,1,6,1,5.0
E15L00001473,6,3,1,6,1,5.0
E15L00001489,7,13,1,6,1,5.0
E15L00001484,46,17,1,6,1,5.0
E15L00001496,18,4,1,6,1,5.0
E15L00001471,15,23,1,6,1,5.0
E15L00001494,34,17,1,6,1,5.0
E15L00001491,42,20,1,6,1,5.0
E15L00001504,22,19,1,6,1,5.0
E15L00001501,41,5,1,6,1,5.0
E15L00001492,5,1,1,6,1,5.0
E15L00001482,31,2,1,6,1,5.0
E15L00001479,35,4,1,6,1,5.0
E15L00001483,14,9,1,6,1,5.0
E15L00001485,40,31,1,6,1,5.0
E15L00001499,13,5,1,6,1,5.0
E15L00001488,30,7,1,6,1,5.0
E15L00001501,34,29,1,6,1,5.0
E15L00001497,42,10,1,6,1,5.0
E15L00001469,47,30,1,6,1,5.0
E15L00001481,39,13,1,6,1,5.0
E15L00001470,40,10,1,6,1,5.0
E15L00001488,23,25,1,6,1,5.0
E15L00001479,48,8,1,6,1,5.0
E15L00001508,38,7,1,6,1,5.0
E15L00001476,36,6,1,6,1,5.0
E15L00001481,40,32,1,6,1,5.0
E15L00001503,40,18,1,6,1,5.0
E15L00001499,6,8,1,6,1,5.0
E15L00001492,23,10,1,6,1,5.0
E15L00001477,33,10,1,6,1,5.0
E15L00001477,48,3,1,6,1,5.0
E15L00001480,22,29,1,6,1,5.0
E15L00001475,13,29,1,6,1,5.0
E15L00001495,42,1,1,6,1,5.0
E15L00001478,35,3,1,6,1,5.0
E15L00001483,48,8,1,6,1,5.0
E15L00001505,19,17,1,6,1,5.0
E15L00001506,45,12,1,6,1,5.0
E15L00001482,12,27,1,6,1,5.0
E15L00001504,36,31,1,6,1,5.0
E15L00001505,32,20,1,6,1,5.0
E15L00001476,31,12,1,6,1,5.0
E15L00001496,24,23,1,6,1,5.0
E15L00001484,12,2,1,6,1,5.0
E15L00001492,12,28,1,6,1,5.0
E15L00001465,38,19,1,6,1,5.0
E15L00001509,13,21,1,6,1,5.0
E15L00001476,36,21,1,6,1,5.0
E15L00001477,18,14,1,6,1,5.0
E15L00001471,7,7,1,6,1,5.0
E15L00001486,22,8,1,6,1,5.0
E15L00001479,29,25,1,6,1,5.0
E15L00001474,42,13,1,6,1,5.0
E15L00001467,23,25,1,6,1,5.0
E15L00001501,37,24,1,6,1,5.0
E15L00001471,21,8,1,6,1,5.0
E15L00001501,8,11,1,6,1,5.0
E15L00001489,43,19,1,6,1,5.0
E15L00001475,43,32,1,6,1,5.0
E15L00001505,43,5,1,6,1,5.0
E15L00001465,34,29,1,6,1,5.0
E15L00001494,40,23,1,6,1,5.0
E15L00001484,41,20,1,6,1,5.0
E15L00001478,13,31,1,6,1,5.0
E15L00001467,15,27,1,6,1,5.0
E15L00001493,11,3,1,6,1,5.0
E15L00001480,29,32,1,6,1,5.0
E15L00001488,42,22,1,6,1,5.0
E15L00001496,11,3,1,6,1,5.0
E15L00001508,46,22,1,6,1,5.0
E15L00001476,19,22,1,6,1,5.0
E15L00001470,35,21,1,6,1,5.0
E15L00001466,37,4,1,6,1,5.0
E15L00001484,45,31,1,6,1,5.0
E15L00001481,14,15,1,6,1,5.0
E15L00001480,6,7,1,7,1,5.0
E15L00001487,36,15,1,7,1,5.0
E15L00001490,43,25,1,7,1,5.0
E15L00001502,41,16,1,7,1,5.0
E15L00001505,29,30,1,7,1,5.0
E15L00001499,46,17,1,7,1,5.0
E15L00001493,40,11,1,7,1,5.0
E15L00001494,13,9,1,7,1,5.0
E15L00001490,13,13,1,7,1,5.0
E15L00001479,40,7,1,7,1,5.0
E15L00001498,48,30,1,7,1,5.0
E15L00001476,21,32,1,7,1,5.0
E15L00001500,29,6,1,7,1,5.0
E15L00001501,48,30,1,7,1,5.0
E15L00001478,12,22,1,7,1,5.0
E15L00001467,32,16,1,7,1,5.0
E15L00001474,9,18,1,7,1,5.0
E15L00001464,42,7,1,7,1,5.0
E15L00001495,47,5,1,7,1,5.0
E15L00001490,40,19,1,7,1,5.0
E15L00001479,33,30,1,7,1,5.0
E15L00001481,5,30,1,7,1,5.0
E15L00001476,24,8,1,7,1,5.0
E15L00001508,34,4,1,7,1,5.0
E15L00001490,38,5,1,7,1,5.0
E15L00001476,9,19,1,7,1,5.0
E15L00001496,42,20,1,7,1,5.0
E15L00001509,30,11,1,7,1,5.0
E15L00001496,29,18,1,7,1,5.0
E15L00001473,45,29,1,7,1,5.0
E15L00001478,48,14,1,7,1,5.0
E15L00001479,19,32,1,7,1,5.0
E15L00001477,34,13,1,7,1,5.0
E15L00001509,45,15,1,7,1,5.0
E15L00001495,24,1,1,7,1,5.0
E15L00001505,45,21,1,7,1,5.0
E15L00001466,31,18,1,7,1,5.0
E15L00001508,45,22,1,7,1,5.0
E15L00001506,9,29,1,7,1,5.0
E15L00001479,17,32,1,7,1,5.0
E15L00001488,30,11,1,7,1,5.0
E15L00001508,48,25,1,7,1,5.0
E15L00001501,35,32,1,7,1,5.0
E15L00001472,15,26,1,7,1,5.0
E15L00001491,31,24,1,7,1,5.0
E15L00001488,39,16,1,7,1,5.0
E15L00001481,12,1,1,7,1,5.0
E15L00001501,40,23,1,7,1,5.0
E15L00001469,31,30,1,7,1,5.0
E15L00001472,35,18,1,7,1,5.0
E15L00001484,18,5,1,7,1,5.0
E15L00001481,19,13,1,7,1,5.0
E15L00001464,9,16,1,7,1,5.0
E15L00001494,21,8,1,7,1,5.0
E15L00001480,43,24,1,7,1,5.0
E15L00001465,9,27,1,7,1,5.0
E15L00001498,22,18,1,7,1,5.0
E15L00001477,16,14,1,7,1,5.0
E15L00001494,45,13,1,7,1,5.0
E15L00001478,47,31,1,7,1,5.0
E15L00001485,41,29,1,7,1,5.0
E15L00001507,38,18,1,7,1,5.0
